question,answer
안녕하세요 부동산 계약에 대해 문의 드립니다작년에 상가에 대해 보증금 3천만원임대료 280만원임대차 계약을 체결하였는데요특약에 보증금 1천만원은 익월에 주겠다고 계약 했습니다. 그런데 보증금 1천만원 지급이 이루어 지지 않았고임대료도 부가세 포함 220만원 지급되었습니다.현제는 임대료를 조정하자고 합니다.궁금한 점은 임대료 1천만원 지급이 안된 싯점에서임대차계약이 성립이 된 건가요? 안된 건가요?궁금합니다?,세부 내역을 어찌 협의하셨는지 모르지만제 판단으로는 특약 위반이기에 계약이 진행되지 않을것 같네요. ​ 임대차 계약은 보증금 1천만원 미지급으로 성립되었습니다 그러나 임대료 조정에 대한 협상은 필요해용 계약 불성립을 주장할 근거가 없습니다.대가 지급이 아직 이행되지 않았어도 계약은 정상적으로 성립된 것입니다.​​
낙찰건 대출실행후소유권이전과 말소건은 언제쯤 처리되나요??법무사에 맡겼습니다.2주안으로 처리될까요?,해당 경매계에 문의하는게 정확합니다.법원 경매의 경우에는 경매계에서 등기이전을 촉탁하게 됩니다.​​
친구가 옛날주택에서 자취를 하는데 세대주는 집주인이고 세대원으로 들어가 있습니다. 월세 부담을 덜기 위해서 제가 친구집으로 들어가려고 하는데 절차와 집주인 입장에서 어떻게 보여지는지 조언해 주실 분 있으신가요 ?? ㅠㅠ,"친구집으로 이사하려면 먼저 집주인과 상의 후 계약서 작성이 필요하며 세대원으로 등록할 수도 있어요! 집주인은 추가 수입을 얻게 되어 긍정적으로 받아들일 수 있어요! 한 집에 살고 있더라도, 민법 상의 가족이 아니면 하나의 세대원이 되지는 않습니다.즉, 각각 다른 별개의 세대를 구성하게 됩니다.​전입신고를 하려면 임대차 계약을 하든지, 주인의 허락을 받아 입주하는 방법이 있으나,어떤 경우라도 주인과 결혼하지 않는 한 주인과 동일한 세대의 세대원이 되지는 않습니다.​집주인과 친구, 질문자는 각각 다른 3개의 세대를 구성하게 되며각 세대의 대표자가 해당 세대의 세대주가 되는 것입니다.​​ 친구가 주인집의 세대원? 동일세대가 안됩니다. 동거인으로 들어갈 뿐입니다"
"안녕하세요. 부동산 경매 공부하고 있습니다.채권/물권 상호간 순위에 대한 궁금증이 있습니다. 경매비용, 최우선변제금 등 다른 조건을 제외한상태에서. 만약 배당금이 2억원일때....2023. 01 25 A, 가압류 2억(말소기준권리)2023. 03. 15 B, 근저당 1억이라면... 채권과 물권의 안분배당으로 배당 받는다면,-------------------------------------------------------1번,A가 1억3334만원.B가 6천666만원. 이 맞을까요 아니면,2번,A 1억, B 1억, 이 맞을까요?공부하다 의견이 갈려서 여쭤본니다.","1번이 맞습니다.가압류는 안분(평등) 배당이니 1번이 맞습니다.가압류 = 2억 X 2/3로 배당 합니다.가압류 2억의 자기 지분 비율로 평등 배당 받습니다. 1. 가압류의 순위가 앞서기 때문에 안분배당이 맞습니다. 근저당보다 낮은 순위의 일반채권자가 있다면 모두 안분배당을 하고 근저당권자보다 순위가 낮은 일반채권자의 배당금을 근저당권자가 흡수하기는 하지만 근저당권자보다 빠른 가압류권자의 배당금은 흡수할 수 없습니다.​2. 자세한 내용은 아래에 설명하여 놓았습니다. 참고하시기 바랍니다.​ 부동산경매에서 가압류채권자와 담보물권자(저당권자등)의 배당사례 1. 가압류채권자와 담보물권자(저당권자등)의 배당 부동산경매에서 담보물권자(저당권자등)이 있는냐 없느냐에 따라, 부동산등기부에 접수된 일자(우선순위)에 따라 배당의 차이가 있습니다. 이런 경우가 발생하는 것은 부동산등기부에 담보물권자의 설정일자와 조세(세금)의 법정기일에 따라 배당의 우선순위가 달라지기 때문입니다. 2. 가압류채권자(A)와 담보물권자(저당권자등)(B)만 있는 경우 가. 담보물권자(저당권자등)가 선순위일 경우는 가압류채권자는 담보물권자(저당권자등)가 배당을 모두 받고 나머지에 대하여 배당받습니다. ... naflowerbud.tistory.com ​ 제 머리속에는근저당 먼전 1억 배당 받고채권인 가압류는 나머지 받는 것으로알고 있습니다.ㅎ 부동산 경매 및 공매에 관한 전문적인 상담과 법원경매 매수신청대리(등록번호;서울중앙지방법원01-18-19)를 전문으로 하는 예스옥션 대표 김명석입니다. 또한 <경매초보도 특수물건 한다>라는 책의 저자입니다. 안분배당이란 채권액 비율에 따른 배당입니다. 따라서 1번이 맞습니다. 더 궁금한 사항은네이버카페 <유쾌명쾌 부동산경매> 들어오셔서 문의해도 됩니다.또한 휴대폰에서 팟빵이라는 어플을 깔고 제가 진행하는 <부동산경매, 초보가 고수되기> 오디오 방송을 들어보시길 권합니다. 무료입니다. 아래 유투브로도 시청이 가능합니다. 초보가고수되기 – YouTube 네이버 엑스퍼트에서 추가 질문 가능합니다. 유료상담입니다. #경매 #공매 #부동산경매 경매대행 무료입니다. 권리분석 실비 유료입니다. , <카톡; needyou1124>"
안녕하세요 묵시적갱신 복비에 대해 여쭈어보고싶어서요저희가 묵시적 연장으로 자동 2년 연장이 되었습니다1년 3개월 정도 지났고 이사하게 되어 집주인께 이사 가겠다고 천천히 세입자 슬슬 구하시라고 말씀 드렸습니다.말씀 드린지 5일 정도 지나 세입자가 구해지게 되었는데 이렇게되면 저희가 복비를 부담하는게 맞는건가요?3개월 이전과 이후 이렇게 말씀들은 많은데 잘 이해가 안되서요그리고 혹시 저희가 처음에 전세계약 쓸때 만기 이전에 나가게되면 복비를 부담하겠다 라고 계약을 했다면 저 내용이 묵시적연장에 효력이 발생하는걸까요?,묵시적 갱신 복비는 이사 전 3개월 내에 이사를 알리지 않고 세입자를 구할 경우 발생해용! 전세계약에 복비 부담 내용이 명시되어 있다면 묵시적 연장에도 해당될거에용~! 현업 공인중개사 입니다.현재 묵시적계약갱신 상태이고1년3개월 경과하여 퇴거 통지 후 3개월이면효력이 발생해서 . . .일반적으로는 중개보수를 임대인이 부담하나확실한 것은 계약한 부동산에 물어 보기 권합니다.​그럼. . ​​
"부동산에는 지식이 없어 도움을 요청합니다.돈 거래라 걱정이되기도 해서요.^^ 경험이 있는 분들께서 좀 알려주세요.​대출 있는 집을 매매해야하는 상황이 생기게 되었어요.가족분이 거주하실 예정입니다.대출 있는 집 매매가 처음이라 부동산분께 의뢰를하니집주인분 이삿날 잔금을 치루게되는데예를 들어 대출금이 5천만원이 남았다면 부동산에서 소개받은 법무사분께 5천만원을 송금하고집주인분께 나머지 잔금을 송금하면 된다고 하십니다.그럼 법무사분께서 대출을 해결하고 각종 신청을 대신해주신다고합니다.인터넷에서는 집주인분께서 먼저 대출을 해결하고 매매를 진행해줘야한다고하는데,제가 말씀드린 방법도 괜찮은 것인가요?​그리고 잔금을 드릴 때 은행데스크에 가서 송금해야하는데 계약서를 마무리하고 송금을 해도 상관없나요? 송금 확인을하고 계약서 마무리를 하나요??​또 등기부등본을 떼어보니 대출은 1억을 빌렸는데 일부를 갚아서 5천이 남았다고 하시더라구요.그럼 5천을 갚았는데 갚은 금액은 표기가 안돼나요? 완전히 다 갚아야 말소되었다고 표기가 되나요?​어렵네요. ㅜㅜ 알려주세요. 부탁드립니다.","대부분 잔금일에 소유권이전등기 법무사 사무실에서 나오게 되며,​잔금일에 대출잔액+이자를 정산해서​잔금에서 대출잔액+이자 상환하고 나머지 금액을 매도인에게 줍니다.법무사사무실에서 대출상환 및 근저당말소 , 소유권이전등기 당일에 다 진행 합니다.은행데스크에 가셔서 송금을 해야 한다면, 같이 움직여서 은행에서 처리하고 영수증만 받으시면 됩니다.​근저당권은 채권최고액만 표시가 되기 때문에, 대출원금을 갚더라도 등기사항전부증명서에는표기가 되지 않습니다. 그래서 매도인이 잔금일 당일에 은행을 통해서 정확한 대출잔액 및 이자를 계산하는것 입니다. 부동산 거래는 당사자가 직접 처리해도 되지만,대부분의 사람들이 중개업소나 법무사의 도움을 받는 이유는 대가를 지급하면서라도 사고 없이 깔끔한 처리를 하려는게 목적입니다."
현제 노후 빌라 1억미만 빌라에서 살고있습니다나이도 있고해서 조금이나마 살림에 보태고자해서 1억미만 노후 빌라를 매매해서 월세를 놀까 생각중입니다혹시 월세 30 만원에서 35만원에 세를놓으면 지자체에서 저에게 세금이 부과되나요?주기적으로 세금이 부과되나오?춰득세 재산세 그런거 말고요월세 받는거에대한 세금이 계속 나오는지요,"부동산 문제라기 보다는 세무 문제에 해당하는 질문인데,임대사업자 등록 없이 종합소득세 신고에만 반영해도 되지만소득이 있다고 해도 각종 비용 공제를 통해 과세되지 않는 경우도 있으므로종소세 신고와 관련한 구체적인 세무사를 통해서 확인해야 할 것입니다.​"
전세계약자가 누구인지 알수 있는 방법없을까요,​전세계약자는 법원이나 등기소에서 확인 가능해요.​ 계약자가 누구인지는 개인정보에 해당하는 내용이라서공식적인 방법으로는 알 수 없습니다.​​
현재 전세 대출을 이용 중인데 계약 기간이 만료되어 연장하려고 합니다. 전세 대출 연장 신청은 언제까지 해야 하나요? 그리고 연장 시 필요한 서류나 절차는 어떻게 되나요? 상세한 답변 부탁드립니다.,"전세 대출 연장 방법 알 수 있을까요?지식iN 서비스 조회수 22 작성일18시간 전현재 전세 대출을 이용 중인데 계약 기간이 만료되어 연장하려고 합니다. 전세 대출 연장 신청은 언제까지 해야 하나요? 그리고 연장 시 필요한 서류나 절차는 어떻게 되나요? 상세한 답변 부탁드립니다.-------------------연장관련해서는...일반적으로는 만기일로부터 1개월정도 남았을때은행에서 만기상환/갱신관련 담당자분이 연락을 줍니다그럼 담당자에게 연장하겠다하시고본인에게 맞는 절차를 확인요청하시면 됩니다​필요서류나 절차는 개개인마다, 은행마다 조금씩 다르세요 ​전세 대출 연장은계약 만료 1~2개월 전이 좋습니다.필요 서류는 대출 약정서,임대차 계약서, 소득 증명서 등입니다.절차는 대출 기관에 문의 후신청서를 제출하는 것입니다.​ 연장신청 받은 은행에서 하시면 됩니다.​ 다른 은행, 다른 지점에 문의해서 뭘하게요.해당 은행에 직접 문의해야지요.​​ 질문에 대한 정확한 답변드리겠습니다~​전세대출연장은 전세만기 한달전부터 가능합니다~​전세대출받으신 은행고객센터에 전화하셔서 서류안내받으신후 은행방문하셔서 연장신청하시면 됩니다~"
임대차 보호법이 언제부터 적용되는지 궁금하고반전세 전세금 2억 월세 10만원 2년계약에서 임대차보호법으로 5%인상만하려고합니다. 월세로 얼마를 올려야하나요?,"반전세 전세금 2억 월세 10만원 2년계약에서 임대차보호법으로 5%인상만하려고합니다. 월세로 얼마를 올려야하나요?​=> 5% 인상은 보증금 1천만원,월세 5천원입니다.​참고하세요. 임대차 보호법이 언제부터 적용되는지 궁금하고​반전세 전세금 2억 월세 10만원 2년계약에서 임대차보호법으로 5%인상만하려고합니다. 월세로 얼마를 올려야하나요?==> 월세를 인상하는 경우 5000원 정도 인상이 가능합니다."
계약금이 통상 10%인건 알지만 꼭 10%가 아니어도 계약을 할 수 있는건가요? 아니면 법적으로 정해진건가요?대출을 받아야하는 부분이라 계약금을 최소로 걸고 하고싶은데,"꼭 10%가 아니어도 계약을 할 수 있습니다 10%가 법으로 정해진 것은 없습니다.단순 관행입니다.​하나, 은행 등에서는 5% 이상의 계약금이 교부된 사실이 확인되지 않으면진정성 있는 계약으로 인정하지 않습니다.​​"
제목그대로입니다.신규분양한 아파트고 전세 시세는 3.5억정도 합니다.1. 시세보다 싼 3억정도에 전세들어가도 문제없나요?2. 정부 전세자금대출이 가능할까요? 주택도시기금에서 하는 청년버팀목대출 같은거요,"혼인신고를 하지 않은 상태에서 장모님 소유의 집에 전세로 들어가며 전세대출을 받으려는 경우, 몇 가지 중요한 점을 확인해야 합니다:​1. 시세보다 낮은 금액으로 전세 계약:- 전세 시세가 3.5억 원인데 3억 원으로 계약하는 것은 가능합니다. 다만, 은행이나 보증기관에서 이를 심사할 때 **시세 대비 지나치게 낮은 금액**으로 판단되면, 정상적인 임대차 계약으로 인정받지 못할 가능성이 있습니다. 따라서, 계약 금액이 시세와 크게 차이나지 않도록 설정하는 것이 안전합니다.​2. 정부 전세자금대출 가능 여부:- 청년버팀목전세대출과 같은 정부 지원 대출은 **임대인과 임차인이 특수관계(직계가족 등)**가 아닌 경우에만 가능합니다. 혼인신고를 하지 않은 상태라면 법적으로 장모님과 사위는 가족 관계가 아니므로, 대출 신청이 가능할 수 있습니다.- 하지만, 은행 심사 과정에서 임대차 계약의 실질성과 보증보험 가입 가능 여부를 확인하므로, 계약서 작성 시 임대차 관계를 명확히 해야 합니다.​3. 추가 확인 사항:- 주택도시기금의 청년버팀목전세대출은 무주택 세대주를 대상으로 하며, 소득 요건(연 5천만 원 이하)과 보증금 한도(수도권 최대 3억 원)를 충족해야 합니다.- 보증보험 가입이 필수이므로, 보증기관(HUG, SGI 등)에서 해당 계약이 보증 대상에 포함되는지 사전에 확인하는 것이 중요합니다.​더 많은 정보와 사례는 [⬇️ 이 블로그 링크] 통해 확인할 수 있습니다. 청년들을 위한 주거 대출 가이드: 버팀목, 중소기업취업, 디딤돌, 보금자리론 중기청 전월세대출 확인 ️ 청년버팀목전세대출 확인 ️ 디딤돌대출 바로가기 ️ 청년버팀목전세자금대출- 대상: 만 19세 이상 ~ 만 34세 이하의 무주택 청년- 조건: 연 소득 5천만 원 이하, 순자산 3.45억 원 이하- 금리: 연 1.8% ~ 2.7%- 한도: 최대 2억 원 또는 전세보증금의 80% 중 적은 금액- 기간: 2년, 최대 10년까지 연장 가능중소기업취업청년 전월세 보증금 대출- 대상: 중소기업에 취업한 만 19세 이상 ~ 만 34세 이하의 무주택 청년- 조건: 연 소득 5천만 원 이하, 순자산... m.site.naver.com 그리고 답변이 도움이 되셨다면 채택과 엄지 척! 부탁드려요~ ^^채택시 지급받는 해피빈은 불우한 이웃돕기에 소중하게 사용하고 있습니다. 감사합니다.​ 장모님이 혼인신고를 안했다구요? 설마~~​일단 대출을 받아야 하는 경우라면 중개업소의 개입이 필수입니다.중개업소를 찾아 설명을 들어보세요. 가족간 전세대출 불가입니다 혼인신고 안한 장모님집에 전세대출 가능한가요?kimg**** 조회수 31 작성일21시간 전제목그대로입니다.​신규분양한 아파트고 전세 시세는 3.5억정도 합니다.​1. 시세보다 싼 3억정도에 전세들어가도 문제없나요?​2. 정부 전세자금대출이 가능할까요? 주택도시기금에서 하는 청년버팀목대출 같은거요----------------네. 가능합니다 ​혼인신고안하셨다면,남남이므로,정부전세자금대출 가능합니다 ​시세보다 싸도 됩니다 ​​"
"현재 오피스텔 월세 (25년1월 만료)인데 한달 먼저(12월)같은 오피스텔 다른방으로 이사를 하려합니다. 월세라 일단 여윳돈으로 계약을 먼저 하려고 해요.계약 후, 바로 전입신고와 확정일자를 해야하는데 그러면 원래 살던 방에 대한 전입신고는 소멸되고 아직 보증금은 받지못한 상황이 되잖아요.지금 사는 방은 제가 나가면 집주인이 들어와 실거주 할거라 제가 임차인을 구할 필요는 없고 계약일까지 권리(월세, 관리비납부등)는 해요. 단 ,한달먼저 이사를 한다는것뿐입니다이 경우 문제가 될 부분이 있을까요.(보증금은 받기로 했구요)그리고 계약만료전 이사하고 새로운 곳 전입신고시 문제가 될 일은 무엇인지 알려주세요.","현업 공인중개사 입니다.​기존 오피스텔의 임대인과계약만료, 전출일자, 일부 계약금 수령 등확정 후 옮기길 권합니다.내 의사표시를 명확히 하시고, 가능하면증거까지도 남기는 것(예를 들면 문자 등)이 좋겠습니다.일부 계약금은 증거금이 될 것입니다.이 후 새로운 방과 계약하시고 빠른 잔금일을 잡아서 정해진 순서에 따른 입주를 하기 바랍니다.물론, 전출/전입은 이주와 동시에 하셔야 합니다.상황변화는 예측이 안 됩니다.​참고하세요. 문제될거 없습니다."
3년전 일산에 2억초반 아파트를 구입하였습니다 가격은 오르지 않고 그대로이고 매매당시 규제지역이라 실거주2년을 안하면 비과세가 안됩다고 합니다 현재 전세놓은 상태구요 실거주위해 경기도에 2억미만 빌라를 구매하려 합니다 둘다 3억 이하인데 1가구 2주택자가 되는건지요 세금의 차이는 어떻게 되는지 궁금합니다,[질문]3년전 일산에 2억초반 아파트를 구입하였습니다 가격은 오르지 않고 그대로이고 매매당시 규제지역이라 실거주2년을 안하면 비과세가 안됩다고 합니다 현재 전세놓은 상태구요 실거주위해 경기도에 2억미만 빌라를 구매하려 합니다 둘다 3억 이하인데 1가구 2주택자가 되는건지요 세금의 차이는 어떻게 되는지 궁금합니다 ​[답변]1가구 2주택까지는 취등록세가 동일합니다. 3주택부터 차이가 있어요. 2주택까지는 기본 1~3% 적용받습니다. *.취득시+보유시는 세금이 중과안됩니다*.양도시는 먼저매도하는 아파트의 양도차익에 대해서 조금 띠어 가므로 문제 되지 않습니다 안녕하세요..​주택의 면적이나 가액의 크기와 상관없이 주택수에 포함되어소형빌라를 취득하게 되더라도 1세대2주택으로 보게됩니다.​그렇다고 일산아파트를 양도한다고 하더라도 아무런 영향없습니다.
a에서 9천을 다 받고부족액을 b에서 받는 줄 알았어요아닌가봐요.그럼 무슨 비율로 나누는 건가요?,키워드 아래 풀이를 참고하세요.
경매로 건물 낙찰 받았고 등기 이전했습니다건물에 옥상에 태양광 설치 돼있는데요이사비에 태양광도 포함 시켜야 하나요??건물 가격에 포함된거 아닌지 궁금하네요,태양광 설비가 건물 가격에 포함되어 있는지 확인하고 이사비에 태양광 설비가 포함되어 있는지 여부를 확인해보시길 바래용! 태양광 설치물은 이전 소유주의 재산일 수 있으므로 이사비에 포함되지 않을 수 있어용 추가 협의가 필요해요! 태양광 설치는 일반적으로 건물 판매 가격에 포함되지 않아용~ 이사비에 태양광 설치물을 포함하려면 별도 협의가 필요할 수 있어요~! 경매사건의 현황조사서나 감정평가서를 확인해 보세요.
안녕하세요요세 아파트 매매가 안되어 일시적 1가구2주택 될것 같아 궁금한점 문의 드립니다아파트 보증금 4억5천 전세를 내었을경우나가는 세금이 얼마나 되나요?보증금은 대출 갑을 예정이며 2년안에 기존아파트는 매매 예정이며경기도 시흥입니다감사합니다,"전세 보증금에 대한 세금은 여러 가지 요소에 따라 달라지므로, 구체적인 상황을 토대로 말씀드리기 어렵습니다. ​일단, 1가구 2주택이면 세금이 증가할 수 있으며, 보증금 대출에 따른 이자와 지출도 포함되어야 합니다. ​전문가와 상담해 보시고, 각종 세금에 대한 정확한 계산을 받는 것이 좋습니다. ​궁금한 사항이 있으시면 언제든지 문의해 주세요. *.전세보증금 이자에대해서 소득으로 보고 /소득세를 부가할수 있어*.세금은 없다고 보시면 됩니다"
거주지는 부산광역시이며오늘 보증금을 500을 납부하고 전입신고를 하려고 했는데제 호수만 미등기 되어있습니다이럴 경우에 집 호수를 제외하고 집 자체에 전입신고와 확정일자가 가능하다고 하시는데의심스러워서 한 번더 여쭤봅니다 이런 경우도 괜찮을까요?500/39입니다,"전입신고, 확정일자는 가능하지만안전여부는 판별하려면 여러가지 요소를 검토하여야 합니다.​​"
안녕하세요. 부동산 명의 이전 관련해서 질문 남깁니다. 제가 현재 주택 한 채를 소유하고 있는데 이 주택을 아버지 앞으로 명의를 이전 할려고 합니다.그런데 아버지가 외국에 계시고 당장 한국에 들어올 수 없습니다. 양도 받는 당사자가 없어도 명의 이전을 할 수 있나요? 매매는 아니고 단순히 명의 이전입니다.,네 아버지가 외국에 계신 경우에도 부동산 명의 이전은 가능해요! 추가적인 절차나 대리인을 통해 처리할 수 있어요~ 부동산의 명의 이전은 당사자의 동의 없이는 가능하지 않습니다.위임장을 소지한 대리인이라도 있으면 가능합니다.​​ 안녕하세요..​매매이전이 아닌 증여이전의 경우에 증여계약서를 작성하고서 수증인(아버님)의 주민등록등본과 도장만 있으면 증여인(님)이 단독으로 증여이전을 진행하여도 됩니다.
"1. 2022.3.11 전세로 집을 들어갔고 2024.3.10 만료전 퇴거 의사를 여러번 전달하였으나 집주인이 돈이 없다는 핑계로 새로운 세입자를 구하면 전세금을 돌려주겠다고 하여 기다렸으나 새로운 세입자를 못구해서 만료때 돈을 돌려받지 못함.2. Hug전세보험 가입을 했고, 만료 한달 후에 임차권등기 를 해서 허그로부터 전세보증금을 돌려받음.3. 2024.8.8 허그로 전세보증금 돌려받고 집주인에게 장기수선충당금 반환요청을 하였으나 돈이 없다며 거부함4. 부동산 중개인에게 도움을 청하였으나 집을 빼면 우리 장기수선충당금을 중개인이 돌려준다고 약속하여 9월까지 기다렸으나 집이 안나감5. 2024.11.12 현재까지 장기수선충당금을 돌려받지 못해 전자소송으로 장기수선충당금 반환요구를 하였음(2024.11.11)-이런 상황인데 저희가 전세대출을 받고 들어간거고 전세금 1억6천에 대한 이자를 2024.3.11-8.7까지 납부하였는데 그에 대한 이자청구를 할수 있나요? 인터넷 찾아보니 최대 12% 이자청구가 가능하다는데 대출이자에 대한 이자청구가 가능한건가요 아니면 장충금에 대한 이자청구가 가능한건가요? 원래대로라면 계약만료후 집을 구해서 나가면 그 5.7% 이자(전세대출받은거)를 저희가 낼 필요가 없었는데 전세금 미반환으로 이자를 계속 낸 거고 금액이 300만원이 넘는 돈으로 꽤 크거든요. 이자청구 가능한가요?","지연이자는 세입자가 집을 명도한 다음부터가 청구대상이 됩니다.즉, 거주하는 동안은 임대료를 부담해야 합니다.​참고하세요.​​"
임대인이 보증금과 장기수선충당금을 임차인에게 반환하지 않았습니다. 임차인은 보증금을 전세금보증보험으로 받을 예정입니다.임차인이 만기전으로부터 3개월 관리비+가스비.연체료를 납입하지 않고 임대인에게 장기수선충당금을 받으면 그 돈으로 관리비를 납입하겠다고 하려고 합니다. 그렇게 해도 될까요?임차인에게 당연히 납부 의무가 있다는걸 알지만 임대인이 너무 괘씸하고 장기수선충당금 금액도 크기에 이렇게라도 하고 싶어서 문의드립니다.,"임대인이 보증금과 장기수선충당금을 임차인에게 반환하지 않았습니다. 임차인은 보증금을 전세금보증보험으로 받을 예정입니다. 임차인이 만기전으로부터 3개월 관리비+가스비.연체료를 납입하지 않고 임대인에게 장기수선충당금을 받으면 그 돈으로 관리비를 납입하겠다고 하려고 합니다. 그렇게 해도 될까요?​---> 그러지요, 중충금은 임차인이 받을 채권이니 그 금액과 상계를 할 수가 있겠지요. 계산할 것이 있으면 그렇게 해도 됩니다.충당금과 관리비, 가스비 등으로 서로 계산하면 됩니다. 정답이라 할 수는 없지만, 임시적인 방편은 되겠지요.관리비의 수납주체가 누군지에 따라 답변이 달라질 수 있습니다.​​ 그래도 될거같은데요? 장기수선충당금은 어차피 질문자님이 받을 돈이니, 그돈 미리 받은셈 치고 그렇게 하셔도 될거같아요.​장기수선충당금 반환 관련 내용 참고해보세요!​ 장기수선충당금 반환 무조건 받는 법 장기수선충당금 반환, 어떻게 해야될 까요? 당연히 지불하지만, 돌려받아야 되는 경우에도 모르고 지나가는 경우가 많습니다. 장기수선충당금 반환 절차 및 필요서류, 신청방법과 주의사항에 대해 알아보겠습니다. 장기수선충당금 반환 절차 장기수선충당금 반환 절차는 다음과 같습니다. 반환 요청세입자는 임대인이나 관리사무소에 반환 요청서를 제출해야 합니다. 요청서에는 세입자의 정보와 반환 요청 금액이 포함되어야 합니다. 관련 서류 준비임대차 계약서 사본, 납부 영수증, 장기수선충당금 납부내역 확인서 등이 필요합니다. ... m.site.naver.com ​"
"제가 가진 빌라 1세대 매물을 엄마한테 매매 양도 하려고 하는데, 취득가액이 2억 2천이었고, 매매가도 2억 2천으로 하려고 합니다.돈이 거래된 내역을 증빙해야할 때 계약금과 잔금이 한번에 입금돼도 상관없을까요??그리고, 특수관계자라 시세대비 저 가격에 팔아도 되는지 확인하고 싶으면 어떻게 확인할 수 있을까요??지금 실거래 확인해보니 24년 3월에 동일빌라 2억 1,500만원에 거래된 기록이 있습니다.","관계없습니다. 향후 매매할수도 있으므로 그냥 최근의 시세대로 2억1,500만원에매매를 추천합니다...거래시세보다 5%이상 차이가 나면 안됩니다.​게약금과 잔금을 일시에 지불을 하려면 매매계약서 착성시 아래 같이 계약금 지급일자와 잔금지급일자를 같이 하고부동산거래신고도 이렇게 하면 됩니다.​매매매금 2억1,500만원계약금 2,150만원 지급일자 2025년 1월 20일잔 금 1억9,350만원 지급일자 2025년 1월 20일​소득세법 제167조(양도소득의 부당행위 계산)③법 제101조제1항에서 ""조세의 부담을 부당하게 감소시킨 것으로 인정되는 경우""란 다음 각 호의 어느 하나에 해당하는 때를 말한다. 다만, 시가와 거래가액의 차액이 3억원 이상이거나 시가의 100분의 5에 상당하는 금액 이상인 경우로 한정한다. <개정 2007.2.28., 2012.2.2., 2017.2.3.>실제거래가 있더라도 시가와 거래가액의 차액이3억원 또는 시가의 5% 이상 차이가 나면 양도가액을 시가로 다시 계산해 양도세를 추진한다. 거래대금을 어떻게 지급할 것인지는 거래당사자가 합의로 정하면 됩니다.​한번에 전액을 지급해도 되고, 몇회에 나누어 분할 지급해도 됩니다.​​ ★직계존비속간 거래직계존비속간 거래는 대금 출처와 수수가 명백하여야 하며 불분명하면 증여에 해당되어증여세 과세대상에 해당될 수 있습니다.-매매계약서 내용으로 입금하시고, 질문 내용상 그 정도의 가격이면 무방하리라 예상됩니다.*위 택스앤리얼티를 클릭하면 사무실 위치와 연락처가 있으며 방문이나 전화하면 상담해드립니다."
부부공동명의가 좋은가요 한사람명의가 좋은가요,"[부부 공동명의 추천 상황]고가 주택(공시가격 12억 원 이상)을 보유할 경우 종부세 부담 완화가 필요할 때.양도 차익이 클 것으로 예상되어 양도소득세 절감 효과를 기대할 때.주택 구입 자금을 부부가 공동 부담하거나, 재산 분배를 명확히 하고 싶을 때.​[대출 한도와 금리]장점소득 합산으로 대출 한도 확대:맞벌이 부부는 소득 합산을 통해 더 높은 한도를 받을 수 있습니다.DSR(총부채원리금상환비율) 산정 시 부부의 총 소득 기준으로 대출 한도가 계산되므로, 단독명의보다 높은 금액 대출 가능.​​낮은 금리 가능성:소득이 높은 배우자를 포함하면 신용 등급이 높아져 더 낮은 금리를 받을 수 있음.​​ 한사람 명의​ 큰차이없습니다한분이낮습니다. *.주된게 양도세인데 /1주택이면 남편명의로 합니다 *.여자명의는 팔아 도망가는 경우 생깁니다 부부 공동명의가 세금 및 상속에 유리합니다. 하지만 한 사람 명의는 관리가 용이할 수 있습니다."
"사망자와 전세계약시 계약금 회수 분쟁임대인 집이 명의가 8년전 사망한 모친의 명의로 되어있습니다. 임대인은 본인의 명의가 아닌 사망한 모친 명의로 전세계약서을 사망한 모친 무단으로 명의,인감을 사용 계약했고요. 계약 당시 본인이 2달안으로 상속을 받는다고 주장하여 믿고 계약했는데 계약후 상속기간이 더걸린다니 말을 바꾸며 알아 보니 사망자와의 계약은 무효이고, 법적으로 임차인 보호법,확정일자를 받지 못할수도 있다고 하고 상속등기도 하지 않고 상속 대리인 자격도 없고, 5명 형제들 있는데 상속 위임 자격도 없는 상태에서 그냥 사망한 모친의 명의로 무단으로 사용했더라구요. 그래서 계약금 전액반환을 요구하니 오히려 임대인 피해보상을 요구하며 계약금 일부만 반환하려고 하는데 1.이경우 계약이 성립되는지와2.계약금 전액 모두 반환 받을수있는지 궁금합니다.","1. 계약이 성립된다는 말은 임차인이 보호받을 수 있다는 말이지만, 죽은 사람과는 계약이 성립되지 않습니다. 즉, 보호도 받지 못합니다. 다만, 임대인은 자칫 사기 사건으로 입건 될 수도 있습니다.​2. 당연히 전액을 받환 요구할 수 있습니다. 안주면 소송을 해야 합니다. 1. 사망자의 명의로 한 계약은 법적으로 무효입니다임대인은 상속인으로서 권한이 없으므로 계약이 성립하지 않아요​2. 계약금 전액 반환을 요구할 수 있습니다법적으로 무효인 계약이므로 임대인은 전액 반환해야 할 의무가 있어요법률 상담을 통해 보다 정확한 조치를 취하는 게 좋습니다"
시세 5억~ 5억3천 5억 6천대출 2억5천 대부 1억7천900만원 월세로 내놓을수 있나요?,월세로 내놓을 수 있습니다 단편적인 질문에 단편적인 답변은 누구에게도 도움되지는 않을 것입니다.​인근 중개업소에 전화 한번 해 보는게 훨씬 도움이 될 것입니다.​​
